,Clase,Barrio,Ubicacion,Descripcion,Precio,Links,fecha_consulta,tipo_prop,operacion,Barrio_vf,localidad,Moneda,precio_efectivo,Precio_vf,Expensas,tdc,precio_en_pesos,ambientes,coords,filtro_coords,Ubicacion_norm,latitud,longitud
7431,"Departamento en Venta en Nuñez, Capital Federal","Nuñez, Capital Federal",Iberá 1900,"Venta Monoambiente Luminoso, Balcon y Pileta Nuñez",USD  82.000+$24.000expensas,https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--15413389,2024_03_01,Departamento,Venta,Nuñez, Capital Federal,Dólares,precio,82000,24000,1070,87740000,Monoambiente,"(-34.5506652226361, -58.458973683203)",False,Iberá 1900,-34.5506652226361,-58.458973683203
7432,"Departamento en Venta en Villa Luro, Capital Federal","Villa Luro, Capital Federal",Avenida Canónigo Miguel Calixto del Corro 600,Departamento Monoambiente Venta Villa Luro Balcon,USD  50.000+$25.400expensas,https://www.argenprop.com/departamento-en-venta-en-villa-luro-1-ambiente--14907030,2024_03_01,Departamento,Venta,Villa Luro, Capital Federal,Dólares,precio,50000,25400,1070,53500000,Monoambiente,"(-34.6325566331794, -58.4989855300461)",False,Corro 600,-34.6325566331794,-58.4989855300461
7433,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",SOLER 4100,Departamento de 1 Ambiente en Venta en Palermo,USD  84.800+$21.000expensas,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--15414155,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,84800,21000,1070,90736000,Monoambiente,"(-34.5907901183196, -58.4190733341287)",False,SOLER 4100,-34.5907901183196,-58.4190733341287
7435,"Departamento en Venta en Nuñez, Capital Federal","Nuñez, Capital Federal",Ciudad de la Paz 3200,Venta Monoambiente Balcon en Construcción  Nuñez,USD  76.360,https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--15414275,2024_03_01,Departamento,Venta,Nuñez, Capital Federal,Dólares,precio,76360,0,1070,81705200,Monoambiente,"(-34.5534400657744, -58.4663513054389)",False,Paz 3200,-34.5534400657744,-58.4663513054389
7436,"Departamento en Venta en Caballito Sur, Caballito","Caballito Sur, Caballito",Yerbal 1000,Venta Monoambiente Caballito,USD  39.900+$27.000expensas,https://www.argenprop.com/departamento-en-venta-en-caballito-sur-1-ambiente--15414279,2024_03_01,Departamento,Venta,Caballito Sur, Caballito,Dólares,precio,39900,27000,1070,42693000,Monoambiente,"(-34.6205388664383, -58.4448853134811)",False,Yerbal 1000,-34.6205388664383,-58.4448853134811
7437,"Departamento en Venta en Nuñez, Capital Federal","Nuñez, Capital Federal",Ciudad de la Paz 3200,Venta Monoambiente Balcon en Construcción  Nuñez,USD  87.780,https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--15414280,2024_03_01,Departamento,Venta,Nuñez, Capital Federal,Dólares,precio,87780,0,1070,93924600,Monoambiente,"(-34.5534400657744, -58.4663513054389)",False,Paz 3200,-34.5534400657744,-58.4663513054389
7438,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Quesada 3500,Monoambiente. Balcon. Cochera. Coghlan,USD  77.000+$29.197expensas,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--15414667,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,77000,29197,1070,82390000,Monoambiente,"(-34.5603418143738, -58.4745747697951)",False,Quesada 3500,-34.5603418143738,-58.4745747697951
7439,"Departamento en Venta en Monserrat, Centro","Monserrat, Centro",Venezuela 1800,En Construcción - Entrega Finales 2023! Monoambiente en Welive Nicaragua,USD  60.000,https://www.argenprop.com/departamento-en-venta-en-monserrat-1-ambiente--15414690,2024_03_01,Departamento,Venta,Monserrat, Centro,Dólares,precio,60000,0,1070,64200000,Monoambiente,"(-34.6149170527799, -58.3916769150911)",False,Venezuela 1800,-34.6149170527799,-58.3916769150911
7440,"Departamento en Venta en Barrio Norte, Capital Federal","Barrio Norte, Capital Federal",Mansilla al 2900,Departamento de Un Ambiente en Venta en  Barrio Norte,USD  89.800,https://www.argenprop.com/departamento-en-venta-en-barrio-norte-1-ambiente--15414785,2024_03_01,Departamento,Venta,Barrio Norte, Capital Federal,Dólares,precio,89800,0,1070,96086000,Monoambiente,"(-34.5949903333717, -58.407869906018)",False,Mansilla 2900,-34.5949903333717,-58.407869906018
7441,"Departamento en Venta en Barrio Norte, Capital Federal","Barrio Norte, Capital Federal",Beruti al 2800,Monoambiente en Venta en  Barrio Norte,USD  141.000,https://www.argenprop.com/departamento-en-venta-en-barrio-norte-1-ambiente--15414944,2024_03_01,Departamento,Venta,Barrio Norte, Capital Federal,Dólares,precio,141000,0,1070,150870000,Monoambiente,"(-34.5911015275972, -58.4042309763878)",False,Beruti 2800,-34.5911015275972,-58.4042309763878
7442,"Departamento en Venta en Nuñez, Capital Federal","Nuñez, Capital Federal",Ciudad de la Paz 3200,"Departamento Monoambiente  en Venta en Núñez, Capital Federal, Buenos Aires",USD  87.780,https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--15415043,2024_03_01,Departamento,Venta,Nuñez, Capital Federal,Dólares,precio,87780,0,1070,93924600,Monoambiente,"(-34.5534400657744, -58.4663513054389)",False,Paz 3200,-34.5534400657744,-58.4663513054389
7443,"Departamento en Venta en San Cristobal, Capital Federal","San Cristobal, Capital Federal",Humberto 1º 3000,Venta Monoambiente 33 M2cub. C/balcon Terraza CABA,USD  46.000,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-1-ambiente--15415338,2024_03_01,Departamento,Venta,San Cristobal, Capital Federal,Dólares,precio,46000,0,1070,49220000,Monoambiente,"(-34.620422199693, -58.3661905108695)",False,Humberto 1,-34.620422199693,-58.3661905108695
7444,"Departamento en Venta en Nuñez, Capital Federal","Nuñez, Capital Federal",3 de Febrero 4800,Departamento Monoambiente Nuñez con Guardacoche,USD  97.000+$50.000expensas,https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--15415581,2024_03_01,Departamento,Venta,Nuñez, Capital Federal,Dólares,precio,97000,50000,1070,103790000,Monoambiente,"(-34.5369954772203, -58.4690478705092)",False,Febrero 4800,-34.5369954772203,-58.4690478705092
7445,"PH en Venta en Caballito, Capital Federal","Caballito, Capital Federal",Avenida Díaz Vélez 5200,PH al Frente 1 Ambiente Divisible sin Expensas,USD  69.000,https://www.argenprop.com/ph-en-venta-en-caballito-1-ambiente--15415625,2024_03_01,PH,Venta,Caballito, Capital Federal,Dólares,precio,69000,0,1070,73830000,Monoambiente,"(-34.6087980312653, -58.4401196935116)",False,Vélez 5200,-34.6087980312653,-58.4401196935116
7446,"Departamento en Venta en Palermo Viejo, Palermo","Palermo Viejo, Palermo",Julián Alvarez al 1500 y Honduras,"Monoambiente en Venta en Palermo a Estrenar, Terminado. Julián Alvarez y Honduras",USD  105.000+$67.247expensas,https://www.argenprop.com/departamento-en-venta-en-palermo-viejo-1-ambiente--15415651,2024_03_01,Departamento,Venta,Palermo Viejo, Palermo,Dólares,precio,105000,67247,1070,112350000,Monoambiente,"(-34.5928710338398, -58.4242863879678)",False,Alvarez 1500,-34.5928710338398,-58.4242863879678
7447,"Departamento en Venta en Villa Crespo, Capital Federal","Villa Crespo, Capital Federal",Juan B. Justo 2900,Venta Monoambiente a Estrenar  V Crespo! C Cochera,USD  100.000+$24.000expensas,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-1-ambiente--15415678,2024_03_01,Departamento,Venta,Villa Crespo, Capital Federal,Dólares,precio,100000,24000,1070,107000000,Monoambiente,"(-34.597064132556, -58.447720363766)",False,Justo 2900,-34.597064132556,-58.447720363766
7448,"Departamento en Venta en Villa Crespo, Capital Federal","Villa Crespo, Capital Federal",Humboldt al 800,Muy Lindo Monoambiente a Estrenar con Balcón y Baño Completo. Todo Luz,USD  84.000,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-1-ambiente--15415830,2024_03_01,Departamento,Venta,Villa Crespo, Capital Federal,Dólares,precio,84000,0,1070,89880000,Monoambiente,"(-34.5920583983837, -58.4442361736792)",False,Humboldt 800,-34.5920583983837,-58.4442361736792
7449,"Departamento en Venta en Chacarita, Capital Federal","Chacarita, Capital Federal",Avenida Córdoba 6200,Venta Monoambiente Premium C/balcón-full Amenities,USD  99.000,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--15416307,2024_03_01,Departamento,Venta,Chacarita, Capital Federal,Dólares,precio,99000,0,1070,105930000,Monoambiente,"(-34.583288317851, -58.4476359813415)",False,Córdoba 6200,-34.583288317851,-58.4476359813415
7450,"Departamento en Venta en Monserrat, Centro","Monserrat, Centro",Venezuela 1800,En Construcción - Entrega Finales 2023! Monoambiente en Welive Nicaragua,USD  62.000,https://www.argenprop.com/departamento-en-venta-en-monserrat-1-ambiente--15416346,2024_03_01,Departamento,Venta,Monserrat, Centro,Dólares,precio,62000,0,1070,66340000,Monoambiente,"(-34.6149170527799, -58.3916769150911)",False,Venezuela 1800,-34.6149170527799,-58.3916769150911
7451,"Departamento en Venta en Monserrat, Centro","Monserrat, Centro",Venezuela 1800,En Construcción - Entrega Finales 2023! Monoambiente en Welive Nicaragua,USD  70.000,https://www.argenprop.com/departamento-en-venta-en-monserrat-1-ambiente--15416347,2024_03_01,Departamento,Venta,Monserrat, Centro,Dólares,precio,70000,0,1070,74900000,Monoambiente,"(-34.6149170527799, -58.3916769150911)",False,Venezuela 1800,-34.6149170527799,-58.3916769150911
7452,"Departamento en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal",Avenida Cabildo 2000,Venta Belgrano Monoambiente con Balcón,USD  70.000+$15.000expensas,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--15416376,2024_03_01,Departamento,Venta,Belgrano, Capital Federal,Dólares,precio,70000,15000,1070,74900000,Monoambiente,"(-34.5629890743624, -58.455872345197)",False,Cabildo 2000,-34.5629890743624,-58.455872345197
7453,"Departamento en Venta en San Cristobal, Capital Federal","San Cristobal, Capital Federal",Humberto 1° al 2700,En Construcción- Monoambiente Divisible en High Humberto 1°,USD  94.500,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-2-ambientes--15416414,2024_03_01,Departamento,Venta,San Cristobal, Capital Federal,Dólares,precio,94500,0,1070,101115000,Monoambiente,"(-34.620422199693, -58.3661905108695)",False,Humberto 1,-34.620422199693,-58.3661905108695
7454,"Departamento en Venta en San Cristobal, Capital Federal","San Cristobal, Capital Federal",Humberto 1° al 2700,En Construcción- Monoambiente Divisible en High Humberto 1°,USD  53.000,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-1-ambiente--15416417,2024_03_01,Departamento,Venta,San Cristobal, Capital Federal,Dólares,precio,53000,0,1070,56710000,Monoambiente,"(-34.620422199693, -58.3661905108695)",False,Humberto 1,-34.620422199693,-58.3661905108695
7455,"Departamento en Venta en San Cristobal, Capital Federal","San Cristobal, Capital Federal",Humberto 1° al 2700,En Construcción- Monoambiente Divisible en High Humberto 1°,USD  55.000,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-1-ambiente--15416418,2024_03_01,Departamento,Venta,San Cristobal, Capital Federal,Dólares,precio,55000,0,1070,58850000,Monoambiente,"(-34.620422199693, -58.3661905108695)",False,Humberto 1,-34.620422199693,-58.3661905108695
7456,"Departamento en Venta en San Cristobal, Capital Federal","San Cristobal, Capital Federal",Humberto 1° al 2700,En Construcción- Monoambiente Divisible en High Humberto 1°,USD  70.000,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-1-ambiente--15416427,2024_03_01,Departamento,Venta,San Cristobal, Capital Federal,Dólares,precio,70000,0,1070,74900000,Monoambiente,"(-34.620422199693, -58.3661905108695)",False,Humberto 1,-34.620422199693,-58.3661905108695
7457,"Departamento en Venta en San Cristobal, Capital Federal","San Cristobal, Capital Federal",Humberto 1° al 2700,En Construcción- Monoambiente Divisible en High Humberto 1°,USD  74.500,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-1-ambiente--15416466,2024_03_01,Departamento,Venta,San Cristobal, Capital Federal,Dólares,precio,74500,0,1070,79715000,Monoambiente,"(-34.620422199693, -58.3661905108695)",False,Humberto 1,-34.620422199693,-58.3661905108695
7458,"Departamento en Venta en San Cristobal, Capital Federal","San Cristobal, Capital Federal",Humberto 1° al 2700,En Construcción- Monoambiente Divisible en High Humberto 1°,USD  100.000,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-1-ambiente--15416476,2024_03_01,Departamento,Venta,San Cristobal, Capital Federal,Dólares,precio,100000,0,1070,107000000,Monoambiente,"(-34.620422199693, -58.3661905108695)",False,Humberto 1,-34.620422199693,-58.3661905108695
7459,"Departamento en Venta en San Cristobal, Capital Federal","San Cristobal, Capital Federal",Humberto 1° al 2700,En Construcción- Monoambiente Divisible en High Humberto 1°,USD  99.000,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-1-ambiente--15416482,2024_03_01,Departamento,Venta,San Cristobal, Capital Federal,Dólares,precio,99000,0,1070,105930000,Monoambiente,"(-34.620422199693, -58.3661905108695)",False,Humberto 1,-34.620422199693,-58.3661905108695
7460,"Departamento en Venta en San Cristobal, Capital Federal","San Cristobal, Capital Federal",Humberto 1° al 2700,En Construcción-  Monoambiente Divisible con Terraza en High Humberto 1°,USD  86.000,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-1-ambiente--15416500,2024_03_01,Departamento,Venta,San Cristobal, Capital Federal,Dólares,precio,86000,0,1070,92020000,Monoambiente,"(-34.620422199693, -58.3661905108695)",False,Humberto 1,-34.620422199693,-58.3661905108695
7461,"Departamento en Venta en San Cristobal, Capital Federal","San Cristobal, Capital Federal",Humberto 1° al 2700,En Construcción-  Monoambiente Divisible con Terraza en High Humberto 1°,USD  87.000,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-1-ambiente--15416522,2024_03_01,Departamento,Venta,San Cristobal, Capital Federal,Dólares,precio,87000,0,1070,93090000,Monoambiente,"(-34.620422199693, -58.3661905108695)",False,Humberto 1,-34.620422199693,-58.3661905108695
7462,"Departamento en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal","Olazabal 2600, entre Amenabar y Moldes","Venta Departamento Apto Profesional de 1 Ambiente en Belgrano, en Construccion",USD  70.000,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--15416524,2024_03_01,Departamento,Venta,Belgrano, Capital Federal,Dólares,precio,70000,0,1070,74900000,Monoambiente,"(-34.5612714195403, -58.460172587189)",False,Olazabal 2600,-34.5612714195403,-58.460172587189
7464,"Departamento en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal","Olazabal 2600, entre Amenabar y Moldes","Venta Departamento Apto Profesional de 1 Ambiente en Belgrano, en Construccion",USD  72.000,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--15416605,2024_03_01,Departamento,Venta,Belgrano, Capital Federal,Dólares,precio,72000,0,1070,77040000,Monoambiente,"(-34.5612714195403, -58.460172587189)",False,Olazabal 2600,-34.5612714195403,-58.460172587189
7465,"Departamento en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal","Olazabal 2600, entre Amenabar y Moldes","Venta Departamento Apto Profesional de 1 Ambiente en Belgrano, en Construccion",USD  76.000,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--15416607,2024_03_01,Departamento,Venta,Belgrano, Capital Federal,Dólares,precio,76000,0,1070,81320000,Monoambiente,"(-34.5612714195403, -58.460172587189)",False,Olazabal 2600,-34.5612714195403,-58.460172587189
